task,run_id,episode,init_state_id,flow_noise_seed,query,length,checkpoint_sha256,order,recorded_success,primary_failure_reason,init_state_id_label,failure
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,right-16x32,0,0,1000,0,20,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,0,True,,0,False
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,right-16x32,1,0,1001,0,20,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,1,True,,0,False
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,right-16x32,2,0,1002,0,20,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,2,True,,0,False
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,right-16x32,3,0,1003,0,19,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,3,True,,0,False
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,right-16x32,4,0,1004,0,19,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,4,True,,0,False
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,right-16x32,5,0,1005,0,20,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,5,True,,0,False
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,right-16x32,6,0,1006,0,19,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,6,True,,0,False
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,right-16x32,7,0,1007,0,20,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,7,True,,0,False
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,right-16x32,8,0,1008,0,19,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,8,True,,0,False
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,right-16x32,9,0,1009,0,20,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,9,True,,0,False
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,right-16x32,10,0,1010,0,20,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,10,True,,0,False
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,right-16x32,11,0,1011,0,21,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,11,True,,0,False
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,right-16x32,12,0,1012,0,20,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,12,True,,0,False
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,right-16x32,13,0,1013,0,20,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,13,True,,0,False
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,right-16x32,14,0,1014,0,20,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,14,True,,0,False
libero_goal/open_the_top_drawer_and_put_the_bowl_inside,right-16x32,15,0,1015,0,20,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,15,True,,0,False
