main_id,base_task,arm,timing,event_id,replicate,success,target,goals,target_goal_end,target_goal_first_query,all_goals_first_query,others_end,unsatisfied_end,offset_x,offset_y,offset_z,final_aperture,queries
0090f12ce80992adbd8f4613,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,retract_above_target,mid,bcccc263089b705dbdbaab51,0,False,moka_pot_1,3,False,,,1,2,-0.03687114398503678,0.5425259304554282,0.04162675266958871,0.07986274734139442,24
0090f12ce80992adbd8f4613,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,retract_above_target_noisy,mid,bcccc263089b705dbdbaab51,0,False,moka_pot_1,3,False,,,1,2,-0.007572897431526948,0.4586686713424064,0.061105853879980354,0.0799160897731781,25
0090f12ce80992adbd8f4613,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,retract_above_target,mid,bcccc263089b705dbdbaab51,1,False,moka_pot_1,3,False,,,1,2,0.008450158061371178,0.5006333305837622,0.06110585387998024,0.0009995851141866297,24
0090f12ce80992adbd8f4613,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,retract_above_target_noisy,mid,bcccc263089b705dbdbaab51,1,False,moka_pot_1,3,False,,,1,2,-0.03329174661091197,0.5434752198442839,0.04162675266958871,0.0009996223088819534,24
0090f12ce80992adbd8f4613,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,retract_above_target,late,4004ef26aabc0c61d950d664,0,False,moka_pot_1,3,False,,,2,1,-0.003570444546043515,0.5992413636907526,0.04263079693368477,0.08003401011228561,26
0090f12ce80992adbd8f4613,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,retract_above_target_noisy,late,4004ef26aabc0c61d950d664,0,False,moka_pot_1,3,False,,,2,1,-0.007572897431526948,0.4586686713424064,0.061105853879980354,0.0801142230629921,24
0090f12ce80992adbd8f4613,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,retract_above_target,late,4004ef26aabc0c61d950d664,1,False,moka_pot_1,3,False,,,2,1,0.004460397032187924,0.6141921520692877,0.03629887080503735,0.08011887967586517,26
0090f12ce80992adbd8f4613,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,retract_above_target_noisy,late,4004ef26aabc0c61d950d664,1,False,moka_pot_1,3,False,,,2,1,-0.021371220515493283,0.3926283799633169,0.15578738792701108,0.044762035831809044,26
f30465c7d39039144d381adb,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,retract_above_target,mid,dfeac6e29f4382699242334c,0,False,moka_pot_1,3,False,,,1,2,0.0020196417211283957,0.5102703849981827,0.06898028326572692,0.07994499430060387,24
f30465c7d39039144d381adb,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,retract_above_target_noisy,mid,dfeac6e29f4382699242334c,0,False,moka_pot_1,3,False,,,1,2,-0.05849399966059349,0.5531979086074756,0.04394487564203731,0.07981370016932487,24
