global_row,task,episode,failure,boundary,calibration,alpha,method,cached_first,raw_first,exact
400,libero_goal/open_the_middle_drawer_of_the_cabinet,0,False,False,episode,0.005,ac_only,-1,-1,True
400,libero_goal/open_the_middle_drawer_of_the_cabinet,0,False,False,episode,0.005,st_gap_only,-1,-1,True
400,libero_goal/open_the_middle_drawer_of_the_cabinet,0,False,False,episode,0.005,confirmed_only,-1,-1,True
400,libero_goal/open_the_middle_drawer_of_the_cabinet,0,False,False,episode,0.005,v82_plus_ac,-1,-1,True
400,libero_goal/open_the_middle_drawer_of_the_cabinet,0,False,False,episode,0.005,v82_plus_confirmed,-1,-1,True
400,libero_goal/open_the_middle_drawer_of_the_cabinet,0,False,False,episode,0.01,ac_only,-1,-1,True
400,libero_goal/open_the_middle_drawer_of_the_cabinet,0,False,False,episode,0.01,st_gap_only,-1,-1,True
400,libero_goal/open_the_middle_drawer_of_the_cabinet,0,False,False,episode,0.01,confirmed_only,-1,-1,True
400,libero_goal/open_the_middle_drawer_of_the_cabinet,0,False,False,episode,0.01,v82_plus_ac,-1,-1,True
400,libero_goal/open_the_middle_drawer_of_the_cabinet,0,False,False,episode,0.01,v82_plus_confirmed,-1,-1,True
400,libero_goal/open_the_middle_drawer_of_the_cabinet,0,False,False,episode,0.02,ac_only,-1,-1,True
400,libero_goal/open_the_middle_drawer_of_the_cabinet,0,False,False,episode,0.02,st_gap_only,-1,-1,True
400,libero_goal/open_the_middle_drawer_of_the_cabinet,0,False,False,episode,0.02,confirmed_only,-1,-1,True
400,libero_goal/open_the_middle_drawer_of_the_cabinet,0,False,False,episode,0.02,v82_plus_ac,-1,-1,True
400,libero_goal/open_the_middle_drawer_of_the_cabinet,0,False,False,episode,0.02,v82_plus_confirmed,-1,-1,True
400,libero_goal/open_the_middle_drawer_of_the_cabinet,0,False,False,episode,0.05,ac_only,-1,-1,True
400,libero_goal/open_the_middle_drawer_of_the_cabinet,0,False,False,episode,0.05,st_gap_only,-1,-1,True
400,libero_goal/open_the_middle_drawer_of_the_cabinet,0,False,False,episode,0.05,confirmed_only,-1,-1,True
400,libero_goal/open_the_middle_drawer_of_the_cabinet,0,False,False,episode,0.05,v82_plus_ac,-1,-1,True
400,libero_goal/open_the_middle_drawer_of_the_cabinet,0,False,False,episode,0.05,v82_plus_confirmed,-1,-1,True
400,libero_goal/open_the_middle_drawer_of_the_cabinet,0,False,False,task_init,0.005,ac_only,-1,-1,True
400,libero_goal/open_the_middle_drawer_of_the_cabinet,0,False,False,task_init,0.005,st_gap_only,-1,-1,True
400,libero_goal/open_the_middle_drawer_of_the_cabinet,0,False,False,task_init,0.005,confirmed_only,-1,-1,True
400,libero_goal/open_the_middle_drawer_of_the_cabinet,0,False,False,task_init,0.005,v82_plus_ac,-1,-1,True
400,libero_goal/open_the_middle_drawer_of_the_cabinet,0,False,False,task_init,0.005,v82_plus_confirmed,-1,-1,True
400,libero_goal/open_the_middle_drawer_of_the_cabinet,0,False,False,task_init,0.01,ac_only,-1,-1,True
400,libero_goal/open_the_middle_drawer_of_the_cabinet,0,False,False,task_init,0.01,st_gap_only,-1,-1,True
400,libero_goal/open_the_middle_drawer_of_the_cabinet,0,False,False,task_init,0.01,confirmed_only,-1,-1,True
400,libero_goal/open_the_middle_drawer_of_the_cabinet,0,False,False,task_init,0.01,v82_plus_ac,-1,-1,True
400,libero_goal/open_the_middle_drawer_of_the_cabinet,0,False,False,task_init,0.01,v82_plus_confirmed,-1,-1,True
400,libero_goal/open_the_middle_drawer_of_the_cabinet,0,False,False,task_init,0.02,ac_only,-1,-1,True
400,libero_goal/open_the_middle_drawer_of_the_cabinet,0,False,False,task_init,0.02,st_gap_only,-1,-1,True
400,libero_goal/open_the_middle_drawer_of_the_cabinet,0,False,False,task_init,0.02,confirmed_only,-1,-1,True
400,libero_goal/open_the_middle_drawer_of_the_cabinet,0,False,False,task_init,0.02,v82_plus_ac,-1,-1,True
400,libero_goal/open_the_middle_drawer_of_the_cabinet,0,False,False,task_init,0.02,v82_plus_confirmed,-1,-1,True
400,libero_goal/open_the_middle_drawer_of_the_cabinet,0,False,False,task_init,0.05,ac_only,-1,-1,True
400,libero_goal/open_the_middle_drawer_of_the_cabinet,0,False,False,task_init,0.05,st_gap_only,-1,-1,True
400,libero_goal/open_the_middle_drawer_of_the_cabinet,0,False,False,task_init,0.05,confirmed_only,-1,-1,True
400,libero_goal/open_the_middle_drawer_of_the_cabinet,0,False,False,task_init,0.05,v82_plus_ac,-1,-1,True
400,libero_goal/open_the_middle_drawer_of_the_cabinet,0,False,False,task_init,0.05,v82_plus_confirmed,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,episode,0.005,ac_only,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,episode,0.005,st_gap_only,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,episode,0.005,confirmed_only,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,episode,0.005,v82_plus_ac,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,episode,0.005,v82_plus_confirmed,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,episode,0.01,ac_only,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,episode,0.01,st_gap_only,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,episode,0.01,confirmed_only,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,episode,0.01,v82_plus_ac,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,episode,0.01,v82_plus_confirmed,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,episode,0.02,ac_only,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,episode,0.02,st_gap_only,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,episode,0.02,confirmed_only,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,episode,0.02,v82_plus_ac,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,episode,0.02,v82_plus_confirmed,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,episode,0.05,ac_only,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,episode,0.05,st_gap_only,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,episode,0.05,confirmed_only,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,episode,0.05,v82_plus_ac,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,episode,0.05,v82_plus_confirmed,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,task_init,0.005,ac_only,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,task_init,0.005,st_gap_only,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,task_init,0.005,confirmed_only,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,task_init,0.005,v82_plus_ac,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,task_init,0.005,v82_plus_confirmed,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,task_init,0.01,ac_only,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,task_init,0.01,st_gap_only,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,task_init,0.01,confirmed_only,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,task_init,0.01,v82_plus_ac,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,task_init,0.01,v82_plus_confirmed,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,task_init,0.02,ac_only,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,task_init,0.02,st_gap_only,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,task_init,0.02,confirmed_only,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,task_init,0.02,v82_plus_ac,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,task_init,0.02,v82_plus_confirmed,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,task_init,0.05,ac_only,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,task_init,0.05,st_gap_only,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,task_init,0.05,confirmed_only,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,task_init,0.05,v82_plus_ac,-1,-1,True
1200,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,0,False,False,task_init,0.05,v82_plus_confirmed,-1,-1,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,False,episode,0.005,ac_only,-1,-1,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,False,episode,0.005,st_gap_only,-1,-1,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,False,episode,0.005,confirmed_only,-1,-1,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,False,episode,0.005,v82_plus_ac,25,25,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,False,episode,0.005,v82_plus_confirmed,25,25,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,False,episode,0.01,ac_only,-1,-1,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,False,episode,0.01,st_gap_only,-1,-1,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,False,episode,0.01,confirmed_only,-1,-1,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,False,episode,0.01,v82_plus_ac,25,25,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,False,episode,0.01,v82_plus_confirmed,25,25,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,False,episode,0.02,ac_only,26,26,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,False,episode,0.02,st_gap_only,-1,-1,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,False,episode,0.02,confirmed_only,-1,-1,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,False,episode,0.02,v82_plus_ac,25,25,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,False,episode,0.02,v82_plus_confirmed,25,25,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,False,episode,0.05,ac_only,25,25,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,False,episode,0.05,st_gap_only,-1,-1,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,False,episode,0.05,confirmed_only,-1,-1,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,False,episode,0.05,v82_plus_ac,25,25,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,False,episode,0.05,v82_plus_confirmed,25,25,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,False,task_init,0.005,ac_only,-1,-1,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,False,task_init,0.005,st_gap_only,-1,-1,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,False,task_init,0.005,confirmed_only,-1,-1,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,False,task_init,0.005,v82_plus_ac,25,25,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,False,task_init,0.005,v82_plus_confirmed,25,25,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,False,task_init,0.01,ac_only,-1,-1,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,False,task_init,0.01,st_gap_only,-1,-1,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,False,task_init,0.01,confirmed_only,-1,-1,True
1234,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,True,False,task_init,0.01,v82_plus_ac,25,25,True
