corpus,episode_id,queries,score_max,raw_reject_queries,alarm_queries,any_raw_reject,formal_alarm,success,failure_family,physical_labels,label_loop_or_cycling,label_stagnation,label_goal_contact_near_miss,init_state_id,flow_noise_seed,condition_present_in_old_B
C_cache_new,0,52,1.0827665958765453,"[10,30]",[],True,False,False,outcome_failure,not_available,,,,0,1000,True
C_cache_new,1,43,1.095585478449348,[10],[],True,False,True,success,not_available,,,,0,1001,True
C_cache_new,2,37,1.0606451059308768,[27],[],True,False,True,success,not_available,,,,0,1002,True
C_cache_new,3,52,1.2724083487211626,"[29,30,32,38,40,41,42]","[30,41,42]",True,True,False,outcome_failure,not_available,,,,0,1003,True
C_cache_new,4,37,1.1994862983405163,[11],[],True,False,True,success,not_available,,,,0,1004,True
C_cache_new,5,52,1.0636195952151657,[10],[],True,False,False,outcome_failure,not_available,,,,0,1005,True
C_cache_new,6,46,1.043654623236244,[],[],False,False,True,success,not_available,,,,0,1006,True
C_cache_new,7,39,1.0527194492774605,[11],[],True,False,True,success,not_available,,,,0,1007,True
C_cache_new,8,52,1.0362692855984725,[],[],False,False,False,outcome_failure,not_available,,,,1,1000,False
C_cache_new,9,38,1.1171642318157986,"[11,28]",[],True,False,True,success,not_available,,,,1,1001,False
C_cache_new,10,52,1.0484375183359522,"[11,50]",[],True,False,False,outcome_failure,not_available,,,,1,1002,False
C_cache_new,11,47,1.037176339241329,[],[],False,False,True,success,not_available,,,,1,1003,False
C_cache_new,12,37,1.0912263508380946,"[11,28]",[],True,False,True,success,not_available,,,,1,1004,False
C_cache_new,13,52,1.0669079463009232,[18],[],True,False,False,outcome_failure,not_available,,,,1,1005,False
C_cache_new,14,52,1.1208495513792942,[30],[],True,False,False,outcome_failure,not_available,,,,1,1006,False
C_cache_new,15,52,1.0358782854194795,[],[],False,False,False,outcome_failure,not_available,,,,1,1007,False
C_cache_new,16,52,1.101369960643287,[11],[],True,False,False,outcome_failure,not_available,,,,2,1000,False
C_cache_new,17,52,1.0535182722083227,[13],[],True,False,False,outcome_failure,not_available,,,,2,1001,False
C_cache_new,18,52,1.047000168670663,[11],[],True,False,False,outcome_failure,not_available,,,,2,1002,False
C_cache_new,19,52,1.0720963636519574,"[29,30,32]",[30],True,True,False,outcome_failure,not_available,,,,2,1003,False
C_cache_new,20,52,1.0984161791318374,[11],[],True,False,False,outcome_failure,not_available,,,,2,1004,False
C_cache_new,21,52,1.0569424076672367,"[27,45]",[],True,False,False,outcome_failure,not_available,,,,2,1005,False
C_cache_new,22,52,1.0827067053375385,[19],[],True,False,False,outcome_failure,not_available,,,,2,1006,False
C_cache_new,23,52,1.0878067253404562,[11],[],True,False,False,outcome_failure,not_available,,,,2,1007,False
C_cache_new,24,52,1.1298310800712865,"[11,43]",[],True,False,False,outcome_failure,not_available,,,,3,1000,True
C_cache_new,25,52,1.073821668219688,[11],[],True,False,False,outcome_failure,not_available,,,,3,1001,True
C_cache_new,26,52,1.2015825679984324,"[11,35]",[],True,False,False,outcome_failure,not_available,,,,3,1002,True
C_cache_new,27,52,1.0469092905372308,[11],[],True,False,False,outcome_failure,not_available,,,,3,1003,True
C_cache_new,28,52,1.179335008837576,[11],[],True,False,False,outcome_failure,not_available,,,,3,1004,True
C_cache_new,29,52,1.1178476451968626,[11],[],True,False,False,outcome_failure,not_available,,,,3,1005,True
C_cache_new,30,52,1.0335413996457887,[],[],False,False,False,outcome_failure,not_available,,,,3,1006,True
C_cache_new,31,37,1.1647866488615708,"[11,29]",[],True,False,True,success,not_available,,,,3,1007,True
C_cache_new,32,52,1.0583129298159741,"[32,37]",[],True,False,False,outcome_failure,not_available,,,,4,1000,False
C_cache_new,33,39,1.0773169640666347,"[10,30]",[],True,False,True,success,not_available,,,,4,1001,False
C_cache_new,34,39,1.104507159842893,"[10,28]",[],True,False,True,success,not_available,,,,4,1002,False
C_cache_new,35,40,1.0068147367355422,[],[],False,False,True,success,not_available,,,,4,1003,False
C_cache_new,36,39,1.0247948073045656,[],[],False,False,True,success,not_available,,,,4,1004,False
C_cache_new,37,40,1.0695417552472337,"[10,30]",[],True,False,True,success,not_available,,,,4,1005,False
C_cache_new,38,41,1.0784875129137461,"[30,40]",[],True,False,True,success,not_available,,,,4,1006,False
C_cache_new,39,40,1.0413956176292072,[],[],False,False,True,success,not_available,,,,4,1007,False
C_cache_new,40,38,1.0950719532008781,[28],[],True,False,True,success,not_available,,,,5,1000,False
C_cache_new,41,39,1.0388310036208965,[],[],False,False,True,success,not_available,,,,5,1001,False
C_cache_new,42,39,1.0883140374444737,[10],[],True,False,True,success,not_available,,,,5,1002,False
C_cache_new,43,39,1.0813801682882334,[29],[],True,False,True,success,not_available,,,,5,1003,False
C_cache_new,44,38,1.1448468664123732,[28],[],True,False,True,success,not_available,,,,5,1004,False
C_cache_new,45,38,1.0750011682106348,[28],[],True,False,True,success,not_available,,,,5,1005,False
C_cache_new,46,39,0.9929856628271149,[],[],False,False,True,success,not_available,,,,5,1006,False
C_cache_new,47,39,1.0920940802315768,[29],[],True,False,True,success,not_available,,,,5,1007,False
C_cache_new,48,37,1.0417507529057168,[],[],False,False,True,success,not_available,,,,6,1000,False
C_cache_new,49,38,1.080594256861959,"[10,28,29,37]",[29],True,True,True,success,not_available,,,,6,1001,False
C_cache_new,50,38,1.137259906944786,[28],[],True,False,True,success,not_available,,,,6,1002,False
C_cache_new,51,38,1.0308332927762636,[],[],False,False,True,success,not_available,,,,6,1003,False
C_cache_new,52,38,1.0870220036947265,"[10,29]",[],True,False,True,success,not_available,,,,6,1004,False
C_cache_new,53,38,1.0722738119442952,[28],[],True,False,True,success,not_available,,,,6,1005,False
C_cache_new,54,38,1.001722622220187,[],[],False,False,True,success,not_available,,,,6,1006,False
C_cache_new,55,38,1.0390662540206759,[],[],False,False,True,success,not_available,,,,6,1007,False
C_cache_new,56,38,1.077175112072645,"[27,28]",[28],True,True,True,success,not_available,,,,7,1000,True
C_cache_new,57,41,1.0075462709712595,[],[],False,False,True,success,not_available,,,,7,1001,True
C_cache_new,58,42,1.073457723557024,[28],[],True,False,True,success,not_available,,,,7,1002,True
C_cache_new,59,39,1.0594830732376233,[29],[],True,False,True,success,not_available,,,,7,1003,True
C_cache_new,60,39,1.0193549043870638,[],[],False,False,True,success,not_available,,,,7,1004,True
C_cache_new,61,40,1.048062130029813,[30],[],True,False,True,success,not_available,,,,7,1005,True
C_cache_new,62,44,1.0311182553177782,[],[],False,False,True,success,not_available,,,,7,1006,True
C_cache_new,63,42,1.0282573575696445,[],[],False,False,True,success,not_available,,,,7,1007,True
C_cache_new,64,40,1.0423330789315062,[],[],False,False,True,success,not_available,,,,8,1000,False
C_cache_new,65,52,1.0178996001443004,[],[],False,False,False,outcome_failure,not_available,,,,8,1001,False
C_cache_new,66,39,1.090717027437279,[11],[],True,False,True,success,not_available,,,,8,1002,False
C_cache_new,67,41,1.080293131672668,[33],[],True,False,True,success,not_available,,,,8,1003,False
C_cache_new,68,52,1.1055452732742213,"[11,29,30]",[30],True,True,False,outcome_failure,not_available,,,,8,1004,False
C_cache_new,69,52,1.0634665580949374,"[29,30]",[30],True,True,False,outcome_failure,not_available,,,,8,1005,False
