source,run_id,suite,task,episode,init_state_id,noise_seed,length,checkpoint,recorded_success,primary_failure_reason,failure,global_row,query,progress,safe_color,eef_motion_m,freeze_score,drop_goal_release
cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,80,10,1008,13,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,True,,False,480,7,0.5833333333333334,0.0,0.036228262,0.020345366,
cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,80,10,1008,13,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,True,,False,480,8,0.6666666666666666,0.0,0.039922774,0.045431662,
cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,80,10,1008,13,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,True,,False,480,9,0.75,0.0,0.046327863,-0.0045399666,
cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,80,10,1008,13,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,True,,False,480,10,0.8333333333333334,0.0,0.05085382,-0.066855125,
cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,80,10,1008,13,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,True,,False,480,11,0.9166666666666666,0.0,0.04227895,-0.04395574,
cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,80,10,1008,13,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,True,,False,480,12,1.0,0.0,0.05062374,0.034965426,
cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,100,12,1012,12,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,True,,False,500,7,0.6363636363636364,0.0,0.043741774,-0.046969872,
cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,100,12,1012,12,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,True,,False,500,8,0.7272727272727273,0.0,0.050300837,-0.07122281,
cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,100,12,1012,12,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,True,,False,500,9,0.8181818181818182,0.0,0.054827947,-0.14267482,
cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,100,12,1012,12,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,True,,False,500,10,0.9090909090909091,0.0,0.04906011,-0.16213892,
cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,100,12,1012,12,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,True,,False,500,11,1.0,0.0,0.047712844,-0.09467996,
cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,110,13,1014,13,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,True,,False,510,7,0.5833333333333334,0.0,0.03346251,-0.043139745,
cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,110,13,1014,13,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,True,,False,510,8,0.6666666666666666,0.0,0.03942491,-0.02234002,
cache_new/HiMoE-VLA/libero_goal/open_the_middle_drawer_of_the_cabinet/right-50x8b-20260903,right-50x8b-20260903,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,110,13,1014,13,98ee29d09d1855716e341532a3d0f76068de6fa131f8fe16ffd52f982df1b953,True,,False,510,9,0.75,0.0,0.049587473,-0.04889831,
