rule,suite,task,episode,chunk,prior,correct
front_lock,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,34,25,0.9814814814814815,True
front_lock,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,41,26,0.9906542056074766,True
front_lock,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,45,26,0.9906542056074766,True
front_lock,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,46,26,0.9906542056074766,True
front_lock,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,59,25,0.9814814814814815,True
front_lock,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,72,25,0.9814814814814815,True
front_lock,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,78,26,0.9906542056074766,True
front_lock,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,128,25,0.9814814814814815,True
front_lock,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,131,26,0.9906542056074766,True
front_lock,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,133,21,0.8548387096774194,False
front_lock,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,135,26,0.9906542056074766,True
front_lock,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,145,23,0.9464285714285714,True
front_lock,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,147,26,0.9906542056074766,True
front_lock,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,196,25,0.9814814814814815,True
front_lock,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,197,25,0.9814814814814815,True
front_lock,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,204,25,0.9814814814814815,True
front_lock,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,206,25,0.9814814814814815,True
front_lock,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,208,25,0.9814814814814815,True
front_lock,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,223,25,0.9814814814814815,True
front_lock,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,229,24,0.954954954954955,True
front_lock,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,256,26,0.9906542056074766,True
front_lock,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,320,25,0.9814814814814815,True
front_lock,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,321,25,0.9814814814814815,True
front_lock,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,322,25,0.9814814814814815,True
front_lock,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,323,19,0.5608465608465608,True
front_lock,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,325,26,0.9906542056074766,True
front_lock,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,326,25,0.9814814814814815,True
front_lock,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,327,25,0.9814814814814815,True
front_lock,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,353,25,0.9814814814814815,True
front_lock,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,354,25,0.9814814814814815,True
